comments,cleaned_comments,sentiment,sentiment_label
"Harus di periksa neeh org2 nya, jgn ampe masyarakat satroni lg spt demo dpr lalu",periksa neeh org jgn ampe masyarakat satron spt demo dpr,LABEL_2,0
"Bahasa Tubuh...Gak Bisa Menipu !!!!!, salah satu antek Jokowi....Waspada pak @Prabowo...ada Musuh dalam Kabinet Merah Putih..!😢",bahasa tubuhgak tipu salah antek jokowiwaspada prabowoada musuh kabinet merah putih,LABEL_2,0
SAATNYA NEPALKAN SI BAHLIL YG BIKIN ULAH RAKYAT 🤮🤮🤮🤮 UDH BUNUH RAKYAT DNGN KBIJAKN LPG SEKARANG BIKIN ULAH BBM ..,nepalkan bahlil ulah rakyat bunuh rakyat dngn kbijakn lpg ulah bbm,LABEL_2,0
Itu keroknya😊,kerok,LABEL_2,0
Kasih kode jahat😂,kasih kode jahat,LABEL_2,0
Tenang pak pasti aman percaya sama aku ucap Bahlil dalam hati.,tenang aman percaya bahlil hati,LABEL_0,2
Bahiilll😅 tangan ny nakhaalll😅,bahiilll tangan nakhaalll,LABEL_0,2
Boleh saya call out ngak sih pak bahlil ini 😅,call ngak bahlil,LABEL_2,0
"Wooi 𝘽𝙖𝙝𝙇𝙪𝙇,
Ngapain Lu nYoLek""???

Meperin uPiL Lu  🤣

Tegang ni Yeeee, takut kaya tragedi syahrono Lu yaah  🤣🤣🤣",wooi ngapain nyolek meperin upil tegang yeeee takut kaya tragedi syahrono yaah,LABEL_2,0
musuh udah di luar seimut pak 😂,musuh seimut,LABEL_2,0
Semoga segera si bahlil si qodari dan geng mulyono segera di hilangkan dari kepemerintahan,moga bahlil qodari geng mulyono hilang perintah,LABEL_2,0
Panik dia.!!! KPK coba periksah,panik kpk coba periksah,LABEL_2,0
Pak itu babiya ad di belakang bapak. Buruan di sleding pak.,babiya buru sleding,LABEL_2,0
"Netezen Indonesia memang cerdas cerdas, kecuali pembela ijasah bodong.... 🤭😅😂",netezen indonesia cerdas cerdas kecuali bela ijasah bodong,LABEL_2,0
Bahlul emng,bahlul emng,LABEL_2,0
Viralin dan kirim video ini ke istana,viralin kirim video istana,LABEL_2,0
londo Ireng.,londo ireng,LABEL_2,0
Video ini harus sampai kepada presiden,video presiden,LABEL_1,1
Pelakunya ada di belakangmu p.Presiden ...tuch mahluk peliharaan Mulyono,laku belakang ppresiden tuch mahluk pelihara mulyono,LABEL_1,1
Masih gak percaya kalo bahlil musuh negara?,percaya bahlil musuh negara,LABEL_2,0
Kalau si bahlul ini tak di lempar dari pemerintahan prabowo maka bisa saja pemerintah prabowo dalam bahaya....,bahlul lempar perintah prabowo perintah prabowo bahaya,LABEL_2,0
Apa maksut colekan itu,maksut colek,LABEL_2,0
"orang paling bermasalah tapi masih njabat, heran",orang masalah njabat heran,LABEL_2,0
"Tunggu 3 Minggu lagi.
Si kancil item pasti pake baju orange.",tunggu minggu kancil item pake baju orange,LABEL_1,1
"*INI NIHHH ""MUSUH DALAM ISTANA""*  PRESIDEN musti WASPADA 🔥🔥",nihhh musuh istana presiden musti waspada,LABEL_2,0
Gw mah heran ama pemerintah sdh tahu dri dlu DANANTARA itu gk sehat msih aja dipercaya kocak kocak😂😂😂,mah heran ama perintah sdh dri dlu danantara sehat msih percaya kocak kocak,LABEL_2,0
"Ada Kong Kalikong, Dasar King Kong....😅",kong kalikong dasar king kong,LABEL_2,0
Wahh..Bahlil ada apa ya bahaya tuh..,wahhbahlil bahaya,LABEL_2,0
Bjorka tolong buka data menteri BahLuL,bjorka tolong buka data menteri bahlul,LABEL_1,1
Masih di pilih aja menjadi ketua partai dan menteri astaghfirullah,pilih ketua partai menteri astaghfirullah,LABEL_2,0
Dulu udah di info kan ..Yg udah rugi negara 11rb T di kantong Mulyono..KLO dapat d bongkar bungker nya..tak kebayang duit nya😂😂😂,info rugi negara kantong mulyonoklo bongkar bungker nyatak bayang duit,LABEL_2,0
"viralkan dan mohon yg punya chanel ke pk prabowo, rekan sejawat atau siapapun yg dekat dgn pk prabowo perlihatkan gestur si bahlil ini, kenapa sih pak orang macam begini terus dipelihara ya Allah ya Robbi ampun deh",viralkan mohon chanel prabowo rekan jawat dgn prabowo lihat gestur bahlil orang pelihara allah robbi ampun,LABEL_2,0
Penghianat di belakang bapak,penghianat,LABEL_2,0
Harus viral ini njir🤬🤬🤬🤬,viral njir,LABEL_2,0
Alah goblok aja jadi pemimpin...jelas2 kabinet bikin rusak negara ..selalu bikin gaduh ..masih aja di pakai...😡...PECAT...buat apa rakyat pilih jadi pemimpin kalau masih DONGO aja gebrakkanya 😡,alah goblok pemimpinjelas kabinet rusak negara gaduh pakaipecatbuat rakyat pilih pimpin dongo gebrakkanya,LABEL_2,0
"Haaaaaaaaaaaaaaaaaaaaaaaaa 
SONTOLOYO",haaaaaaaaaaaaaaaaaaaaaaaaa sontoloyo,LABEL_2,0
Bahlil pegang telornya sendiri ketakutan dia,bahlil pegang telor takut,LABEL_2,0
Hukuman potong tangan itu,hukum potong tangan,LABEL_2,0
Sebentar lagi bahlul auto rompi oren....😂😂😂,sebentar bahlul auto rompi oren,LABEL_1,1
"Bismillah,ya Allah,smoga suatu saat sy dpt rejeki dr brbage arah...buat byr utang..SM mbenerin atap yg bocor..",bismillahya allahsmoga dpt rejeki brbage arahbuat byr utangsm mbenerin atap bocor,LABEL_2,0
"Wah mulai blak blakang nih pak..
Emang gimana sih sepak terjang Bahlil kok lumayan bebel banget",blak blakang gimana sepak terjang bahlil lumayan bebel,LABEL_2,0
bahlil : bro kenak ni kita,bahlil nak,LABEL_0,2
Ko kerugian mulu,rugi mulu,LABEL_2,0
Tinggal ringkus,tinggal ringkus,LABEL_2,0
Paaaarrah,paaaarrah,LABEL_0,2
Awas hati hati,awas hati hati,LABEL_2,0
Kok pikiranku malah kepikiran sange mungkin dia,pikir pikir sange,LABEL_2,0
"Bahlil ini Musuh yang nyata, seperti nya sengaja mencemooh penyampaian Prabowo.",bahlil musuh nyata sengaja cemooh sampai prabowo,LABEL_2,0
tanda tanda orang yg korupsi dilihat dr gestur tubuh,tanda tanda orang korupsi gestur tubuh,LABEL_2,0
Fokus sama yg di belakang keliatan agak beda🤣🤣,fokus liat beda,LABEL_2,0
Langsung cemas si bahlul,langsung cemas bahlul,LABEL_2,0
Yg satu ini mang harus di usut.,mang usut,LABEL_2,0
"Bahlil Musuh Rakyat,, mau ngapain, mau Lari kemana pasti ketemu Rakyat,,",bahlil musuh rakyat ngapain lari mana ketemu rakyat,LABEL_2,0
Sukat pak Presiden,sukat presiden,LABEL_0,2
"Uuupp, copot bahlul",uuupp copot bahlul,LABEL_2,0
"Tau aje loe min 😂😂😂
Khusnudzon aja..... barangkali mereka lagi GATEL",tau aje loe khusnudzon barangkali gatel,LABEL_2,0
@mayortedi,mayortedi,LABEL_1,1
Yg nh rugiin ada dibelakang bapak tu,rugiin belakang,LABEL_2,0
Semoga Pak Presiden @prabowo diberi hikmat untuk mengetahui siapa yg korup n segera mendorong utk dikembalikan ke negara,moga presiden prabowo hikmat korup dorong utk kembali negara,LABEL_2,0
Beli sniper dimana der,beli sniper mana der,LABEL_2,0
LANGSUNG SIKUR AJAH PAK WO TUH PELAKUNAY DI BELAKANG BAPAK YG KLIHATAN PANIK SAMBIL COLEK PAHA PAK Roslan  CEO DANATARA PAK 😂😂😂,langsung sikur ajah pelakunay klihatan panik colek paha roslan ceo danatara,LABEL_2,0
Tu bahlul sepertinya penyuka sesama jenis..!! Itu kode dia mau ngajak kawin...🤣🤣,bahlul suka jenis kode ngajak kawin,LABEL_2,0
"Udah pak presiden pecat aja jadi menteri,  jgn takut rakyat di belakang mu",presiden pecat menteri jgn takut rakyat,LABEL_2,0
Pak . Itu menteri udh mulai maen belakang . Tolong bantu viralkan smpe pak presiden,menteri maen tolong bantu viralkan smpe presiden,LABEL_2,0
ada apa yaaa...belakang bp Presiden colek-2 bapak sebelahnya....,yaaabelakang presiden colek belah,LABEL_2,0
metri yg bahlul...ingat sekarang hukum masa yg korupsi boleh di hukum masa,metri bahlulingat hukum korupsi hukum,LABEL_2,0
Mentri pling konyol,tri pling konyol,LABEL_2,0
Kl saya diangkat jadi staf khusus pasti saya bongkar semua siapa penghianat...,angkat staf khusus bongkar penghianat,LABEL_2,0
"Manusia ""MELON""kok masih di pakai pak wo pak wo,,resufle pak wo manusia melon tuh",manusia melonkok pakai woresufle manusia melon,LABEL_1,1
Sambil nyolek Bos bos wayahna sekarangmah kudu cing apik nya dunungan galak 😂😂😂,nyolek bos bos wayahna sekarangmah kudu cing apik dunungan galak,LABEL_2,0
Semoga pak prabowo melihat video ini,moga prabowo video,LABEL_0,2
"Wajah pak mentri sperti joker, ati"" Pak prabowo, coba lihat video nya pak prabowo",wajah tri sperti joker ati prabowo coba lihat video prabowo,LABEL_1,1
Wudih hebat pak Prabowo Rp.  300 trilyunan. Iran beli pesawat 48 unit Su 35 harganya semua Rp. 116 trilyun. Andai saja di belikan pesawat tempur Indonesia kuat benar,wudih hebat prabowo trilyunan iran beli pesawat unit harga trilyun andai belikan pesawat tempur indonesia kuat,LABEL_2,0
Potong lidah pak KLO bohong,potong lidah klo bohong,LABEL_2,0
yg busuk m busuk 😮😮😮tolong di usut pa prabowo terhormat❤❤❤,busuk busuk tolong usut prabowo hormat,LABEL_2,0
Cuma kita dengar kerugian aja tapi gak pernah dengar apa tindakan pemerintah!,dengar rugi dengar tindak perintah,LABEL_2,0
Orang ky itu ko masih dipakai oalahh pak... masih bnyk yg lebih dr tu orang...ganti aja itu orang pak Prabowo,orang pakai oalahh bnyk orangganti orang prabowo,LABEL_2,0
Mantan anak buah mulyono,mantan anak buah mulyono,LABEL_1,1
Kode kode an itu s Bahlul.. katanya warning warning..bahaya ini..😂,kode kode bahlul warning warningbahaya,LABEL_1,1
"Sdh rugi 300 Triyun cakep berarti Maling2 dh terbiasa dapat kritikan tp dapat duit meskipun cara maling tetep indah 
Makanya kapan disyahkan UU perampasan dan hukum berat pelakunya 
Difisi mana yg merugikan bubarin saja semua ko rugi mana negara dapat untuk kalo sekililing tikus Got",sdh rugi triyun cakep maling biasa kritik duit maling tetep indah syah ampas hukum berat laku fisi rugi bubarin rugi negara sekililing tikus got,LABEL_2,0
"Awas pak, dibelakang bapak😮",awas belakang,LABEL_2,0
Apakah rakyat setuju tu sibalil di benamkan di Nusa Kambangan sama mulyonoooo😂😂beserta opung,rakyat tuju sibalil benam nusa kambang mulyonoooobeserta opung,LABEL_1,1
Waduh kode apa itu balul🤦‍♂️🤣,kode balul,LABEL_1,1
pak bahlul genit amat sama cowok??!!,bahlul genit cowok,LABEL_2,0
Apa gak risih tuh yg dicolek? 😂😂,risih colek,LABEL_2,0
Kok kayak lain dua org itu ya..itu kode apa sih...tangan nya kok pke raba raba gtu..,org kode sihtangan pke raba raba gtu,LABEL_2,0
Ketar ketir maling maling..,ketar tir maling maling,LABEL_2,0
Dia pasti ada di balik kerugian itu bahlul,rugi bahlul,LABEL_2,0
"Gegara kau hai Bahlil, sadarlah kau sangat menyengsarakan rakyat..😢",gegara kau hai bahlil sadar kau sengsara rakyat,LABEL_2,0
Siap siap pakai seragam orange bosss...😮😅😂😂😂...bahlillll...bahlilllll kadang kadang juga loooo yaaa..😂😂😂,pakai seragam orange bosssbahlillllbahlilllll kadang kadang loooo yaaa,LABEL_1,1
"Centil banget, pake jowal jawil pak😂",centil pake jowal jawil,LABEL_2,0
Tikusnya ada dibelakang anda pak Prabowo..,tikus belakang prabowo,LABEL_2,0
Maksudnya apa ya kok remas² paha... gemes ato..,maksud remas paha gemes ato,LABEL_2,0
"ordal Orang Dalam sendiri pemainnya, viralkan terus agar nyampe Presiden RI Prabowo",ordal orang main viralkan nyampe presiden prabowo,LABEL_2,0
"Bahlil Orang maling masih aja di pelihara, bikin rakyat menderita",bahlil orang maling pelihara rakyat derita,LABEL_2,0
Omon2 aja.. ganti lah si bahlul atau periksa juga.,omon ganti bahlul periksa,LABEL_2,0
Lagian org2 ya msh ada d blkgya penjahat2  nya pa2 belaga kya org bener aje g tauye penjahat juga,org msh blkgya jahat belaga kya org bener aje tauye jahat,LABEL_2,0
Liat si bahlul,liat bahlul,LABEL_2,0
Pecat si bahlul Bahlil,pecat bahlul bahlil,LABEL_2,0
@Prabowo liat tayangan ini pak,prabowo liat tayang,LABEL_1,1
"Itu orangnya dibelekang yg kaya tuyul item BPK.prabowo,",orang dibelekang kaya tuyul item bpkprabowo,LABEL_2,0
Pak prabowo harus tengok ini😅,prabowo tengok,LABEL_1,1
"*TERNAK SATU INI SELALU BIKIN GADUH KARENA KEBIJAKANNYA SELALU KOPLAK,,HARUS DICARI ALAMATNYA DAN WAJIB DI""NEPAL""KAN !!!*",ternak gaduh bijak koplakharus cari alamat dinepalkan,LABEL_2,0
Kode ngajakin korup itu,kode ngajakin korup,LABEL_2,0
Pecat wok Genk solo....😢😢😢 Musuh dalam rumah sendiri,pecat wok genk solo musuh rumah,LABEL_2,0
D sni kita bisa menilai bahwa Bahlul dan COE bermain,sni nilai bahlul coe main,LABEL_2,0
Tolong diperiksa pak,tolong periksa,LABEL_1,1
Viralpun tidak akan goyah krn dia temannya dan punya kuasa,viralpun goyah krn teman kuasa,LABEL_2,0
Ngeriiiiiiiiiiiiiii R.I,ngeriiiiiiiiiiiiiii,LABEL_2,0
Orangnya item kecil pak,orang item,LABEL_2,0
Anehnya seperti ini loh udah tau bobroknya teamnya kenapa tidak ada tindakan anehhh banget 😂,aneh tau bobrok teamnya tindak anehhh,LABEL_2,0
"😂😂tahu aja nih org vidioin ,,coba tnyain knp dia nyolek sblhnya",org vidioin coba tnyain knp nyolek sblhnya,LABEL_2,0
Singkirkan mau,singkir,LABEL_2,0
"Kuman & bakteri yg merugikan bangsa & negri ini mulai tampak ke permukaan,.mantab inteligen netizen,.hati"" & waspada pak Jendral Prabowo Subianto,.diblkg BPK Manusia nya,. semoga Allah SWT selalu menyertai mu pak Presiden RI Jendral Prabowo Subianto",kuman bakteri rugi bangsa negri permukaanmantab inteligen netizenhati waspada jendral prabowo subiantodiblkg bpk manusia moga allah swt serta presiden jendral prabowo subianto,LABEL_1,1
"Rakyat miskin cuma liat mukanya ajah nih ..
.. tadinya sehat langsung  pada mual-mual padahal perutnya lagi kerocongan krn lapar dan ga punya duit .... semoga P Prabowo bisa memahami kondisi rakyat saat ini .... 😢😫😖",rakyat miskin liat muka ajah sehat langsung mualmual perut kerocongan krn lapar duit moga prabowo paham kondisi rakyat,LABEL_2,0
"Eta nu nyieun rugi aya tukangeun pak, lamun cara aing mah ges d gebug tarang herangna eta tepi benjol",eta nyieun rugi aya tukangeun lamun aing mah ges gebug tarang herangna eta tepi benjol,LABEL_2,0
"Mungkin trackrecord pak pres..th 1998 buruk..dimata orang yg paham..naahh di 2025 buktikan bisa jadi lebih baik untuk rakyat ,negara ,bahkan dunia..
Bravo RI 1..🇮🇩",trackrecord presth burukdimata orang pahamnaahh bukti rakyat negara dunia bravo,LABEL_2,0
Met amet jabang bayi lanang wedok.,met amet jabang bayi lanang wedok,LABEL_0,2
Begini nih.. jika alien dijadiin mentri.,alien dijadiin tri,LABEL_2,0
"Hati2 BPK Prabowo dgn bawahan nya seperti musang berbulu domba,,,pecat saja Mentri2 yg tidak becus dan korup memperkaya diri.",hati bpk prabowo dgn bawah musang bulu dombapecat tri becus korup kaya,LABEL_2,0
Hhh tu di raja kera terciduk,hhh raja kera ciduk,LABEL_2,0
Colek sbelah...?! Penuh dengan makna...😮😮,colek sbelah penuh makna,LABEL_2,0
Ketar ketir dya,ketar tir dya,LABEL_2,0
"Msh bnyk pak org hebat sprti pak jonan , pak gatot , bu susi , pak darma pongrekun dll nya utk bantu bapak dr pd yg di blkng",msh bnyk org hebat sprti jonan gatot sus darma pongrekun dll utk bantu blkng,LABEL_0,2
Bongkar pak  Prabowo !!  ESDM..banyak maling disitu,bongkar prabowo esdmbanyak maling situ,LABEL_2,0
Viralkan. Smpai pak presiden melihat,viralkan smpai presiden,LABEL_2,0
Diri dalam daging,daging,LABEL_0,2
Emang orang ini muka kaya orang kasian jing.... Tpi ini orang ngelunjak😂😂😂 blm pernh rasain di copot jabatan di cut baru jadi rakyat baru di situh mulai orang sekitar bisa puas pukul ini orang muka kasihan😂😂😂😂,orang muka kaya orang kasi jing tpi orang ngelunjak blm pernh rasain copot jabat cut rakyat situh orang puas orang muka kasihan,LABEL_2,0
Mungkin berdua itu ada kaitannya 😮😮😮,dua kait,LABEL_1,1
Cari temen 😅,cari temen,LABEL_1,1
Tolong dong periksa bahlil dan semua pejabat terutama keluarga banteng,tolong periksa bahlil jabat keluarga banteng,LABEL_1,1
Balil banyak akalnya dan licin,balil akal licin,LABEL_2,0
Awas pak. Musuh dibelakang bapak,awas musuh belakang,LABEL_2,0
"Itu bahil,udh tdk tenang tepok 2 paha Teman nya ha ha takut nih yeh bshill???",bahiludh tdk tenang tepok paha teman takut yeh bshill,LABEL_2,0
"share ke pak prabowo ga sii vidionya..
biar prsiden melek mata,,liat kelakuan para menterinya",share prabowo sii vidionya biar prsiden melek mataliat laku menteri,LABEL_1,1
Tingkah laku yg berlaku spontanitas merasakan ke nyataan perilaku nya. Merugikan....😂😂😂,tingkah laku laku spontanitas rasa nyata perilaku rugi,LABEL_2,0
terciduk 😅😅 gw yakin lama2 kebuka,ciduk buka,LABEL_1,1
Berarti ada yang ENGGAK BERES dengan orang orang yang bergelagat seperti ini.,beres orang orang gelagat,LABEL_2,0
Kok saya takut ya liat orang yg ada di belakang pak presiden,takut liat orang presiden,LABEL_2,0
Mksdnya apa itu colek2?,mksdnya colek,LABEL_0,2
"Awas pak perlu diwaspadai karna gerakan semacam itu memberi isyarat, perlu di klarifikasi 😮",awas waspada gera isyarat klarifikasi,LABEL_1,1
Ayo KPK segera cari tau  gaya² si Bahlil aneh² tu,ayo kpk cari tau gaya bahlil aneh,LABEL_2,0
tinggal tunggu waktu,tinggal tunggu,LABEL_1,1
Menteri bgtu kok masih di pelihara..bikin kebijakan slalu menyusahkan rakyat,menteri bgtu peliharabikin bijak slalu susah rakyat,LABEL_2,0
Siapa suruh miara bnyak tikus.. rumah cepet rusak,suruh miara bnyak tikus rumah cepet rusak,LABEL_2,0
"Seperti ada yg ditutupi...hati hati Pak Prabowo, dibawah anda perlu dipantau terus",ditutupihati hati prabowo bawah pantau,LABEL_1,1
Copot aj dr mentri,copot tri,LABEL_2,0
Liat tangan Bahlil . Sepertinya dia ketakutan..,liat tangan bahlil takut,LABEL_2,0
"Apa maksudnya begitu ? Pemimpin negara sedang berbicara terkait negara dia malah bercanda begitu, apa tidak sebaiknya dilengserkan saja.",maksud pimpin negara bicara kait negara canda lengser,LABEL_2,0
woy proses,woy proses,LABEL_2,0
"Berdua bahlil tu, Bahlil ngasi kode",dua bahlil bahlil ngasi kode,LABEL_2,0
Antek Jokowi juga itu dia,antek jokowi,LABEL_2,0
Tinggal digorock aja lehernya bahlil 😂😂,tinggal digorock leher bahlil,LABEL_1,1
Pecat dan usut,pecat usut,LABEL_2,0
Bahlil kynya musuh dlm selimut dah... musnahkan...,bahlil kynya musuh dlm selimut musnah,LABEL_2,0
"Iblis brwujud manusia, bahlil sudah trlalu lama bhgia brsama klurganya... ini prlu di ksi cacat...",iblis brwujud manusia bahlil trlalu bhgia brsama klurganya prlu ksi cacat,LABEL_2,0
masih juga pak Wowo dungu... kasian bgt lu pak...,wowo dungu kasi,LABEL_2,0
Soak bahlil,soak bahlil,LABEL_2,0
Mungkinkah akan resafel lagi 🤭,resafel,LABEL_1,1
Wah wah wah.....kena intel netijen 😂😂😂😂,wahkena intel netijen,LABEL_2,0
Manis di depan,manis,LABEL_0,2
Masih menunggu jadwal sidang tipikornya,tunggu jadwal sidang tipikornya,LABEL_1,1
Kok model Bahlil djadikan menteri ESDM... Kayak Alien rupanya... Otaknya aja kayak gitu pasti isinya kotor semua n uang n korupsi... KPK coba priksa si Bahlil tu.. Itu dah lagak nya mencurigakan.. Kong kali kong,model bahlil djadikan menteri esdm alien otak isi kotor uang korupsi kpk coba priksa bahlil lagak curiga kong kong,LABEL_2,0
"Wah ini sibahlil cari pnyakit udh jelas ngeledek itu pak Prabowo ,udh pecat tuh tuyul😡",sibahlil cari pnyakit ngeledek prabowo pecat tuyul,LABEL_2,0
Di belakang bpk tu target utama😡 si bahlul kasih kode udah fix tersangka😡😡😡,bpk target utama bahlul kasih kode fix sangka,LABEL_1,1
Bahlil Bahlil dihadapan camera kok berulah,bahlil bahlil hadap camera ulah,LABEL_2,0
KATANYA SAMBIL BERBISIK SETELH IT. BAJINGN NI SUDH MENGENDUS KITA,bisik setelh bajingn sudh endus,LABEL_2,0
Mampusss kena camera nitizen,mampusss kena camera nitizen,LABEL_2,0
"buktikan dong, bapak akan mbrantas korupsi, yah action dong",bukti mbrantas korupsi action,LABEL_2,0
Wah...dasar Bahlul,wahdasar bahlul,LABEL_2,0
Nahlo yg merasa was was pertanda apa ia?,nahlo tanda,LABEL_2,0
"Mbahluk: ""pak udah gak kuat nih iih...""",mbahluk kuat iih,LABEL_0,2
"Kok aku pusing sendiri denger laporan berita kerugian negara mulu, untungnya kapan ya aallah, kalau memang rugi yaudah gausah lanjut, kasih ke yang mampu aja tuh kursinya",pusing denger lapor berita rugi negara mulu untung aallah rugi yaudah gausah kasih kursi,LABEL_2,0
semoga pak prabowo melihat video ini..langsung di pecat secara tidak hormat,moga prabowo video inilangsung pecat hormat,LABEL_2,0
Bahlul ketahuan bobrok nya,bahlul tahu bobrok,LABEL_2,0
"Baru aja 300 t,belum juga 3 juta triliun,biasa aja kali rakyat tdk pusing karna utk membiayai universitas korupsi dan para koruptor,miskinkan rakyat hore",tbelum juta triliunbiasa rakyat tdk pusing utk biaya universitas korupsi koruptormiskinkan rakyat hore,LABEL_2,0
"Kawl trus si bahlul itu
Jgn sampai dia tidak di penjara dan dimiskinkan",kawl trus bahlul jgn penjara miskin,LABEL_2,0
SMEAGOL...😂😂😂😂,smeagol,LABEL_0,2
Resufle secepatnya jgn nunda sampai hancur negara ini,resufle cepat jgn nunda hancur negara,LABEL_2,0
"ampe rugi 300 triliyun itu yg kerja orang ijasah palsu semua,,,😅😅😅😅",ampe rugi triliyun kerja orang ijasah palsu,LABEL_2,0
Manusia manusia muka muka munafik.Bapak Presiden Republik Indonesia Bapak Prabowo Subianto ganti saja Menteri menteri yang bermuka dua,manusia manusia muka muka munafikbapak presiden republik indonesia prabowo subianto ganti menteri menteri muka,LABEL_2,0
Kalau tahu siapa yg korupsi knp. Diam saja,korupsi knp diam,LABEL_2,0
GOOO VIRALKAN,gooo viralkan,LABEL_2,0
"Ada apa itu, colek mencolek, pasti ada sesuatu, yg lgsg merasa di sentil oleh Presiden.. 😮😮",colek colek lgsg sentil presiden,LABEL_2,0
😮 sangat memprihatinkan negara ini,prihatin negara,LABEL_2,0
Bahlil sudah kelihatan gesturnya pak sudahtau perbuatannya,bahlil gesturnya sudahtau buat,LABEL_0,2
@gerindra_indonesia,gerindraindonesia,LABEL_1,1
"BUANG DAN PECAT BAHLIL,ANDA TERLALU MEMAKAINYA PADAHAL DIA BIANG MASALAH, PERIKSA DENGAN TIM KHUSUS,MEREKA PASTI ADA MASALAH.",buang pecat bahlilanda maka biang periksa tim khususmereka,LABEL_2,0
Pribiwi pelihara tuyul namanya bahlil😂,pribiwi pelihara tuyul nama bahlil,LABEL_2,0
Anjeng si bahlil 😅,anjeng bahlil,LABEL_2,0
Bahaya nih org kalo kelamaan dalam kabinet.,bahaya org kabinet,LABEL_2,0
Pak persiden peka Napa itu pecat aja si bahlil😂,persiden peka napa pecat bahlil,LABEL_2,0
Kelamaaaan Keburu Abis Dah Duit Pajak dari Rakyat Miskin Di Gondol Para Koruptor  Enek liatnya masih Gentayangan di Medsos .,kelamaaaan keburu abis duit pajak rakyat miskin gondol koruptor enek liat gentayang medsos,LABEL_2,0
Knapa masih ada tu mentri di pemerintahan.,knapa tri perintah,LABEL_2,0
Bahlil menyindir,bahlil sindir,LABEL_2,0
Pecat si Bahlil kenapa dipiarahin????,pecat bahlil dipiarahin,LABEL_2,0
"Rupanya anjing Bahlil masih ada rupanya,,pecat langsung aja pak presiden bola perlu hukum mati orang kayak gtu, dah tau korup juga kok",anjing bahlil rupanyapecat langsung presiden bola hukum mati orang gtu tau korup,LABEL_2,0
Bahlul goblin,bahlul goblin,LABEL_2,0
"Apa maksudnya.. 
Hati2 Pak Prabowo waspada musuh dalam selimut selimut... yg sering buat kebijakan yg bodoh yg membuat nama Bapak dipandang negatif.... hati2 n waspada...",maksud hati prabowo waspada musuh selimut selimut bijak bodoh nama pandang negatif hati waspada,LABEL_2,0
Balil ini perlu di copot demi kebaikan Indonesia,balil copot baik indonesia,LABEL_2,0
Hati⅖ pak Prabowo ada musuh di belakang bapak,hati prabowo musuh,LABEL_2,0
Mentri paan dah ngeselin bet tu muka 😂,tri paan ngeselin bet muka,LABEL_2,0
Segera Musnahkan makhluk itu,musnah makhluk,LABEL_2,0
Ada udang di balik bakul pak hati tuh sih item.... 😂,udang bakul hati item,LABEL_2,0
"Basmi hama""",basmi hama,LABEL_1,1
"Tangan kiri Bahlil pegang apa itu, dan tangan kanan coba pegang apa itu 😂😅...",tangan kiri bahlil pegang tangan kanan coba pegang,LABEL_1,1
Sus bgtb,sus bgtb,LABEL_2,0
Semoga siapapun orang terdekat pa prabowo liat video ino dan nunjukin ke beliau bahwa ada manusia2 busuk dibelakangnya,moga orang dekat prabowo liat video ino nunjukin beliau manusia busuk belakang,LABEL_2,0
Sumbu kompor di belakang itu boleh di ledakin pak,sumbu kompor ledakin,LABEL_1,1
ngeri nih orang...satu ini,ngeri orangsatu,LABEL_2,0
Tinggal nunggu waktu aja.. Prabowo LG nunggu waktu yg pas utk menjebloskan si bahlil,tinggal nunggu prabowo nunggu pas utk jeblos bahlil,LABEL_1,1
Menggunting dalam lipatan 😂,gunting lipat,LABEL_2,0
Jangan hanya omong melulu.,omong melulu,LABEL_2,0
"Bahlul muka melas,, tapi bikin muak",bahlul muka melas muak,LABEL_2,0
Itu kode.. mrk pakai bahasa sandi.. artinya.. kacau kita bro.. kita egk bisa mkn uang rakyat lagi..,kode mrk pakai bahasa sandi kacau egk mkn uang rakyat,LABEL_2,0
Bahlul kocak,bahlul kocak,LABEL_0,2
Musuh dalam selimut..hati² pak Prabowo...semoga bapak di beri keselamatan.....dari para garong garong yg mengerikan di RI ini,musuh selimuthati prabowosemoga keselamatandari garong garong keri,LABEL_1,1
Mukanya ngeselin,muka ngeselin,LABEL_2,0
pengkhianat negara itu,khianat negara,LABEL_2,0
Pak kalau negara rugi trus ya langsung pecat saja ngapain di biarin sampai ratusan trillyun ada apa,negara rugi trus langsung pecat ngapain biarin ratus trillyun,LABEL_2,0
Bahlil mencolek di sebelahnya mengartikan isyarat bahwa kita harus hati hati lg bermainnya biar gak keseret seret nanti... begitulah kira kira 😂😂😂😂😂,bahlil colek belah arti isyarat hati hati main biar seret seret,LABEL_2,0
Cocok mukanya buat diludahin masal,cocok muka diludahin masal,LABEL_2,0
"Awas pak di belakang bapak 
Sama Tuhan aja nggak takut dia pak
Apa lagi sama bapak",awas tuhan nggak takut,LABEL_0,2
Viralkan agar pa Prabowo tau musuh sesungguhnya adlh termul dan bibitnya,viralkan prabowo tau musuh sungguh adlh termul bibit,LABEL_2,0
Salah satu menteri yg kelihatan banget engga bisa kerja.,salah menteri kerja,LABEL_2,0
"Aura muka maling nya keliatan banget,,,,,,,",aura muka maling liat,LABEL_2,0
"MALING MULAI KETAR KETIR, BENTAR LAGI KETAHUAN BOROK BUSUKNYA, MALING!!!!!",maling ketar tir bentar tahu borok busuk maling,LABEL_2,0
